temperatura,vacuo,energia
9.88,37.83,470.44
21.47,58.79,446.33
18.43,57.76,452.65
24.77,58.41,446.27
20.6,66.86,451.44
18.4,40.79,461.29
6.93,38.68,482.37
21.37,65.94,444.74
22.63,58.96,451.41
4.32,35.47,488.03
21.77,42.23,462.51
26.96,73.68,429.48
27.5,68.24,430.9
10.45,41.01,465.74
26.7,49.02,438.92
25.94,77.24,432.88
14.87,38.28,467.29
22.04,69.51,446.34
9.3,43.14,477.02
13.79,45.08,469.55
23.28,68.28,442.04
11.24,42.34,469.3
4.62,38.44,486.84
27.52,67.9,439.01
27.06,64.45,443.1
12.1,41.58,462.28
13.83,38.73,469.81
16.97,42.86,463.62
14.72,41.23,467.11
5.29,41.38,492.12
20.36,56.53,455.34
7.22,41.01,476.15
29.67,66.51,434.8
20.88,57.85,450.87
20.9,67.07,443.46
5.73,40.35,490.5
28.81,64.96,427.91
30.83,71.58,432.11
24.59,72.24,433.31
25.81,66.51,437.57
22.49,61.27,448.51
10.04,39.13,474.61
23.74,49.21,447.67
15.82,44.88,461.9
14.7,44.9,468.69
18.86,51.43,446.91
17.34,47.03,463.89
16.57,63.31,454.78
19.98,49.15,457.54
29.29,71.14,432.58
18.48,46.48,461.49
10.49,42.49,478.75
20.3,59.8,453.29
24.49,65.61,447.26
26.89,56.85,436.44
25.14,69.13,433.95
21.09,46.63,453.34
12.28,39.96,468.0
11.04,41.74,477.2
30.31,74.16,436.23
30.03,68.84,439.31
7.98,43.52,481.93
19.28,65.46,448.91
24.76,63.07,443.04
17.35,47.83,453.96
26.43,75.33,431.79
13.74,41.16,473.19
13.31,41.26,462.87
28.99,68.24,428.28
31.92,69.13,425.19
9.42,39.64,478.05
13.93,40.24,469.25
17.39,46.21,454.06
27.4,66.48,439.66
23.56,66.49,441.92
27.55,73.68,431.86
9.56,41.55,481.24
7.53,41.74,487.25
13.03,39.52,473.99
23.37,63.77,443.86
27.2,78.05,430.55
26.45,69.13,427.5
5.97,36.25,487.03
12.04,43.69,474.97
25.74,63.73,441.9
8.32,39.64,479.69
10.71,41.93,478.76
10.82,41.55,475.44
30.28,58.9,439.06
11.52,40.8,479.56
23.36,59.15,442.53
18.21,41.23,457.53
20.87,63.31,446.7
14.82,40.0,458.46
31.74,72.25,437.29
29.71,71.85,428.49
27.32,66.54,431.33
6.16,38.5,490.92
7.94,43.65,479.8
20.01,56.65,457.01
28.21,70.8,435.99
26.77,68.08,432.91
24.77,69.71,441.29
8.95,38.56,475.43
31.5,74.16,436.43
9.37,38.56,482.77
26.26,63.73,442.18
12.04,43.69,474.97
13.93,44.21,469.12
13.39,49.83,466.04
26.35,64.05,433.63
17.46,53.29,458.06
10.79,39.82,479.92
30.21,75.33,431.46
27.27,72.24,432.35
21.07,67.07,446.05
26.85,75.6,433.48
23.42,50.05,441.8
14.26,44.47,465.77
17.61,56.53,457.01
30.32,74.22,429.36
25.88,61.47,445.65
26.45,54.5,450.76
8.85,41.06,486.4
5.42,41.38,491.38
26.98,74.78,442.28
14.05,40.69,470.9
24.65,72.43,437.59
21.57,69.23,437.55
12.75,44.03,465.86
23.15,66.48,435.62
25.95,59.92,443.93
8.73,36.18,479.25
24.66,72.24,434.33
26.94,62.91,449.1
27.22,68.3,436.81
29.07,72.51,439.8
26.31,48.6,440.06
15.82,44.2,460.2
21.95,59.43,442.84
28.11,77.95,432.98
24.4,60.32,447.73
32.28,75.33,433.42
14.43,44.84,467.45
12.47,38.25,469.56
23.2,73.17,438.64
24.27,60.23,438.99
23.67,68.67,445.32
25.53,59.57,445.59
28.22,76.2,437.62
25.13,68.63,446.36
19.04,50.12,446.59
25.06,78.92,434.55
26.8,58.84,445.76
22.92,63.94,444.22
10.23,41.46,479.48
13.52,41.48,460.76
21.48,66.91,447.42
34.18,67.9,425.5
16.21,50.9,462.68
5.5,39.04,478.65
27.32,76.09,443.13
11.49,41.54,476.74
30.1,67.45,434.01
11.49,39.22,471.47
19.78,44.71,465.49
7.2,40.02,480.53
12.08,40.24,474.07
22.92,60.37,438.86
24.24,70.32,436.45
6.57,42.07,483.86
11.17,39.72,474.64
9.15,40.11,475.01
25.74,65.38,452.94
13.42,40.35,472.57
7.17,39.4,484.33
10.09,41.01,471.15
12.19,41.06,474.63
9.64,36.66,479.08
20.24,56.65,455.49
26.01,74.33,435.82
24.01,65.46,443.81
19.08,41.1,458.94
13.41,45.0,475.9
7.75,38.06,483.56
13.5,44.92,468.85
14.12,39.4,468.63
18.03,53.16,457.73
19.89,51.43,448.85
19.31,44.71,463.0
19.68,68.28,452.47
26.85,63.56,444.39
12.7,39.72,467.77
8.73,36.18,479.25
25.76,57.32,440.26
31.55,69.75,435.01
31.38,68.27,426.67
20.27,63.09,446.75
14.1,41.04,465.89
9.68,40.77,473.73
17.28,44.92,459.26
23.2,61.02,443.23
18.52,58.41,446.68
9.77,34.69,477.51
29.77,69.48,432.69
20.06,62.1,451.81
18.27,50.16,451.76
31.68,73.68,431.11
21.9,47.43,452.13
19.54,50.66,456.61
29.79,69.34,434.74
23.35,71.77,434.6
24.39,71.85,438.2
13.61,38.47,466.51
15.25,46.36,461.68
26.04,72.43,432.94
32.55,73.03,439.81
14.27,41.48,458.19
7.28,40.67,493.3
26.96,72.58,429.03
13.29,71.14,464.18
19.12,58.79,447.02
27.58,66.48,435.34
27.56,66.93,444.1
28.31,64.79,440.96
20.04,58.2,448.92
6.15,40.77,482.49
24.45,68.63,446.33
26.66,73.56,433.62
27.73,67.69,431.72
28.31,50.05,436.75
18.97,50.59,459.68
28.18,73.03,439.74
14.8,44.21,466.21
19.41,67.32,446.71
20.31,69.94,446.87
25.67,69.88,441.35
25.71,52.84,445.54
27.61,59.54,437.85
21.6,59.8,450.14
6.67,39.37,488.13
28.33,64.96,427.42
8.57,41.17,484.2
27.57,69.84,426.6
5.79,38.68,487.4
9.41,43.5,473.84
29.54,72.29,443.79
17.82,65.94,452.82
22.21,61.5,445.77
8.27,35.77,478.13
32.98,71.32,433.56
9.41,39.61,477.34
16.22,41.35,462.21
25.45,70.04,430.2
11.79,45.09,469.49
17.29,44.63,460.66
26.08,76.86,436.85
9.54,41.17,481.18
21.46,74.87,445.5
24.96,60.84,442.36
6.18,41.38,490.81
23.2,73.17,438.64
28.4,75.23,441.78
17.16,58.86,453.76
12.62,40.83,470.94
12.03,40.75,474.97
10.15,41.14,473.56
11.09,42.44,478.37
20.98,60.1,450.95
26.14,61.02,436.17
23.04,59.43,442.99
22.67,58.2,446.36
29.25,69.13,426.29
21.53,52.84,444.04
5.81,35.79,484.41
19.7,52.84,444.64
26.27,58.33,438.82
31.49,69.13,425.74
16.16,52.05,463.09
10.36,41.46,478.27
30.19,66.54,428.37
5.35,35.57,488.65
28.31,66.17,444.51
31.74,72.25,437.29
13.83,42.86,470.21
25.58,61.08,446.32
27.38,59.21,437.78
30.42,67.69,430.9
23.23,64.69,444.01
23.5,59.21,443.31
25.16,47.01,452.64
6.31,42.07,483.27
32.02,67.83,426.55
9.02,38.08,478.32
22.71,59.43,441.24
25.9,71.73,434.84
19.16,43.43,451.0
7.64,38.18,484.45
18.07,63.31,456.5
5.49,40.81,487.36
23.44,62.52,447.19
21.36,58.95,443.93
5.41,40.07,495.24
7.49,36.08,483.26
20.74,58.2,450.4
14.72,41.23,467.11
22.43,69.84,436.19
30.36,68.08,429.97
10.15,41.62,463.89
32.35,77.95,432.72
20.72,44.57,449.76
21.39,52.3,446.87
23.38,59.07,442.83
10.05,37.14,474.16
23.42,63.07,444.23
23.19,49.82,451.08
15.63,41.79,455.24
12.25,44.58,475.24
9.82,41.26,478.02
20.28,68.63,454.36
7.53,43.65,479.15
4.08,35.19,489.44
16.36,43.99,465.81
14.95,43.52,464.98
11.87,36.43,474.17
20.13,40.33,460.09
23.63,65.59,440.56
14.44,40.8,472.95
6.61,38.91,484.32
9.32,36.3,478.55
26.88,69.51,436.3
18.03,53.16,458.04
3.26,41.31,489.38
19.96,56.03,454.67
24.53,74.78,446.3
18.34,62.1,453.01
26.48,66.54,438.87
25.03,60.84,441.58
27.18,59.27,439.69
10.76,40.43,490.78
17.3,47.45,448.79
9.51,39.22,474.12
30.3,73.67,431.57
15.56,40.12,461.21
25.23,66.44,438.28
29.45,69.13,432.04
21.5,50.59,453.8
14.5,44.47,465.15
21.46,50.59,453.67
9.61,44.03,473.54
7.3,39.72,485.1
25.3,49.3,436.62
22.85,60.08,452.5
30.82,78.87,432.01
14.55,41.7,454.14
13.51,43.22,465.89
23.32,66.48,436.26
24.17,73.18,437.27
8.35,40.77,478.82
17.44,45.01,456.08
26.86,71.14,426.97
18.73,40.12,454.71
26.55,69.45,434.55
31.68,73.68,431.11
20.29,63.09,448.22
9.24,41.4,476.9
19.05,62.96,454.26
8.57,40.69,485.18
17.94,62.1,453.55
14.29,46.18,464.73
14.57,44.45,462.48
16.2,38.73,467.89
11.03,44.78,470.17
19.48,58.66,454.4
11.72,41.54,476.12
25.91,75.6,443.2
18.83,63.91,448.15
30.61,77.17,430.46
22.53,60.95,449.43
24.56,66.75,435.03
19.13,59.21,450.81
29.24,64.33,440.29
24.99,60.37,437.67
9.27,38.56,475.42
24.88,63.31,441.54
17.82,65.48,449.21
7.94,40.6,486.33
23.78,49.3,439.83
30.06,67.25,435.02
8.66,40.11,479.76
15.57,44.68,460.91
29.01,68.08,427.91
25.1,74.87,439.93
10.38,37.73,475.02
21.53,59.8,454.99
22.61,54.42,453.86
6.71,40.72,483.11
30.26,72.58,425.71
32.0,65.74,440.26
13.32,44.2,465.57
25.15,57.32,440.1
19.49,46.63,451.31
10.55,41.92,470.95
20.06,47.03,461.02
9.38,40.46,474.1
21.7,70.32,438.52
30.97,67.9,428.26
24.58,49.02,442.47
7.78,39.18,484.65
14.99,41.35,466.85
24.35,51.86,442.81
22.61,54.42,453.86
27.05,77.95,434.09
12.73,44.34,472.94
14.71,44.0,462.87
23.08,74.78,437.86
6.22,38.68,483.55
19.89,51.43,448.85
25.62,73.17,430.56
23.66,77.54,435.38
25.14,69.13,433.95
9.41,41.54,481.59
26.95,70.79,430.07
29.78,73.42,445.58
29.29,72.58,428.73
9.37,38.56,482.77
21.31,58.66,451.96
30.54,67.45,431.35
9.94,41.44,481.24
21.29,47.45,447.78
24.34,50.16,445.33
10.15,41.46,481.31
11.95,41.58,464.57
17.28,44.92,459.26
31.35,71.97,430.16
28.33,68.27,432.66
14.76,40.71,465.58
23.35,59.92,439.82
10.27,41.44,479.3
22.18,62.91,449.77
24.95,76.16,437.47
13.84,41.26,462.46
14.69,53.82,463.52
28.71,64.69,435.85
9.07,36.3,479.98
9.07,36.3,479.98
31.71,73.5,430.45
20.12,69.45,442.89
25.62,63.13,439.13
17.86,52.9,457.42
25.31,61.5,437.03
6.4,39.18,484.44
26.17,58.86,443.69
13.32,44.9,466.3
32.95,67.9,425.89
21.76,60.27,446.86
28.62,69.98,432.11
27.69,73.91,435.08
14.26,44.2,462.87
32.09,79.74,432.85
23.09,73.5,438.56
27.98,67.17,440.68
23.55,58.79,447.01
31.46,77.17,435.56
18.05,56.03,459.09
31.16,64.96,425.82
11.67,41.93,476.1
13.03,39.52,473.99
29.28,65.71,445.49
17.32,42.24,472.33
29.08,52.84,438.24
18.1,48.06,454.04
9.59,38.91,479.96
16.97,50.9,463.28
11.91,41.49,470.07
19.94,50.78,449.6
13.52,39.3,469.41
25.31,65.59,440.96
26.93,67.07,437.76
24.65,63.86,442.89
27.27,72.58,428.93
23.75,61.5,442.35
21.9,55.5,456.52
22.66,63.73,444.41
9.72,39.66,480.05
15.34,36.99,464.58
21.24,44.57,447.03
14.95,42.99,468.61
16.15,41.85,466.56
12.19,41.17,475.64
14.17,42.86,466.2
13.35,39.64,471.69
7.93,41.01,476.37
9.68,39.61,475.02
29.59,70.17,434.85
30.36,74.87,435.31
23.79,48.06,447.59
5.17,35.57,491.32
33.2,73.88,438.12
22.06,45.61,455.61
17.44,44.89,457.67
22.99,61.02,440.85
10.07,44.68,477.52
14.38,44.78,459.66
12.19,40.23,474.91
18.3,44.06,456.32
33.95,80.18,432.22
25.47,56.89,440.38
12.28,41.49,467.44
24.79,59.21,446.04
22.7,63.56,445.0
9.18,42.18,475.57
16.9,38.58,459.87
6.58,40.67,494.84
26.39,66.49,433.36
4.31,38.5,492.92
14.87,42.18,465.89
13.97,40.24,467.93
6.14,38.5,489.26
21.41,50.32,443.63
10.48,36.71,473.3
15.4,38.73,469.18
21.84,64.69,450.25
35.2,73.56,434.37
22.99,60.77,447.62
21.4,74.93,434.09
21.59,48.06,446.83
30.3,73.67,431.57
26.82,69.05,437.42
31.54,77.24,430.07
26.8,72.58,431.18
24.84,71.73,436.36
31.8,69.05,426.5
25.44,69.59,433.97
19.78,63.09,448.34
14.77,44.9,465.23
10.44,39.04,480.34
8.76,41.82,480.08
14.48,44.06,467.46
13.49,43.41,461.06
20.46,59.21,445.22
21.61,49.39,449.26
15.68,43.7,470.29
20.41,56.03,458.29
22.98,51.95,454.63
17.37,58.49,456.29
11.06,40.64,479.13
28.37,75.6,439.25
21.48,61.27,450.88
22.32,64.27,446.62
23.22,59.15,443.7
21.87,74.87,442.37
26.71,70.72,438.72
25.91,75.6,443.2
8.27,37.7,479.16
11.86,40.27,474.57
26.76,70.98,437.83
29.42,74.9,434.66
22.73,66.75,437.93
10.03,43.72,473.26
18.87,67.71,444.77
25.37,44.89,442.38
6.04,41.14,480.39
28.88,66.56,426.66
8.34,40.72,483.14
14.5,41.76,464.23
8.63,39.96,475.79
21.76,47.93,444.77
20.11,57.25,451.95
16.0,39.16,468.49
13.75,40.66,461.81
24.6,71.73,436.28
23.69,65.59,439.66
20.04,49.39,449.63
19.44,59.21,448.04
24.43,58.95,441.4
25.22,69.88,443.24
19.4,39.53,457.17
25.21,59.21,438.7
5.86,40.62,480.71
32.11,78.05,431.31
26.48,73.06,433.31
23.48,49.16,445.72
31.01,67.83,429.46
7.24,38.06,481.83
28.13,56.9,436.95
30.17,74.22,432.0
26.5,66.75,431.23
31.11,75.33,433.37
20.06,56.53,455.99
10.63,44.2,477.19
17.39,46.21,454.06
31.25,73.5,432.25
11.36,41.48,465.37
27.69,69.71,440.43
19.8,49.15,461.78
12.83,41.5,470.87
18.87,44.06,451.4
23.64,71.25,442.26
16.15,41.85,466.56
29.85,61.85,436.46
16.9,54.3,460.57
25.54,60.37,436.14
25.6,63.76,435.75
13.83,40.2,465.53
23.14,60.27,442.59
27.92,68.3,437.28
12.19,44.63,468.91
15.24,37.87,463.09
15.93,52.75,457.92
21.33,50.32,442.44
28.61,70.36,440.16
30.05,73.68,434.92
23.21,58.49,448.09
8.85,40.22,482.3
31.01,73.5,432.41
22.49,62.96,447.48
16.6,41.93,467.51
29.72,71.97,431.22
22.07,60.08,452.56
8.38,39.22,478.82
15.98,44.68,462.77
23.26,59.21,442.38
21.59,48.06,446.83
16.29,53.82,459.95
14.57,41.79,457.21
22.56,62.26,445.33
13.96,40.83,469.86
15.45,46.63,464.37
22.95,67.79,442.19
22.48,67.45,445.55
21.6,59.8,450.14
23.28,69.51,444.17
32.16,71.32,434.01
13.47,43.34,468.8
14.4,42.18,464.81
4.61,40.27,492.85
23.58,58.82,445.01
26.2,63.56,442.4
19.45,58.95,445.1
22.45,41.54,460.07
7.19,40.81,487.15
12.73,37.73,470.89
18.43,44.63,458.75
23.3,48.78,441.08
16.27,44.21,462.11
26.52,63.94,440.47
25.35,63.21,442.23
18.37,58.96,460.25
23.25,56.9,442.76
14.31,40.78,463.54
14.02,44.85,469.53
31.95,70.8,432.79
9.68,39.61,475.02
26.43,51.43,441.01
32.31,62.04,449.65
25.04,63.86,441.6
14.8,44.92,464.01
25.88,71.73,430.86
27.01,63.78,442.6
22.8,49.16,439.65
30.04,67.25,435.17
25.6,56.9,437.82
6.06,41.17,489.62
21.11,59.39,446.02
10.12,41.55,475.46
8.57,40.69,485.18
6.79,39.37,487.3
15.52,41.93,471.97
13.4,41.58,461.54
11.04,41.74,477.2
11.53,41.39,474.49
15.46,42.07,459.15
24.96,68.12,437.62
14.12,42.99,468.45
9.06,39.3,480.41
10.7,36.18,475.08
27.98,58.33,437.76
23.75,60.29,449.57
18.91,59.21,450.24
17.01,50.9,460.14
6.89,43.65,484.0
23.79,59.44,448.67
11.74,40.71,470.05
26.62,65.12,441.22
27.54,68.27,433.0
23.07,57.17,444.08
28.14,51.43,445.33
8.83,41.92,483.38
30.66,70.98,435.66
18.84,61.27,454.47
22.68,58.82,443.86
11.55,40.6,475.14
10.53,41.26,475.96
10.29,40.0,479.58
7.55,38.08,485.49
10.01,41.17,479.4
5.86,40.62,480.71
27.99,69.89,435.79
24.9,71.77,427.77
28.18,60.07,441.61
24.19,46.21,440.87
20.54,49.15,458.6
10.84,40.27,479.22
16.81,38.52,459.01
21.43,60.95,449.12
11.97,45.51,472.82
29.01,68.08,427.91
26.71,66.25,435.41
21.9,57.76,449.95
26.1,66.25,441.53
9.45,39.04,483.66
30.48,70.04,429.85
11.78,39.96,472.79
10.03,43.72,473.26
10.48,41.38,481.41
6.19,41.31,485.08
10.36,43.67,478.27
17.88,45.87,455.83
8.3,36.08,481.6
24.43,59.87,441.61
25.21,60.37,436.23
9.75,35.76,474.31
13.01,41.49,466.5
34.66,74.33,425.89
23.95,73.67,437.43
4.93,38.44,485.01
6.61,38.68,483.88
14.29,39.59,463.13
24.17,71.25,435.66
18.21,49.69,454.25
21.55,44.58,464.44
28.23,64.05,442.3
14.85,40.8,471.78
25.22,69.88,443.24
9.82,41.26,478.02
8.91,40.69,481.59
4.08,35.19,489.44
16.88,38.58,462.7
29.67,66.51,434.8
19.02,50.66,455.42
21.5,44.58,460.2
10.33,43.99,474.17
24.32,71.14,435.34
5.25,40.07,495.23
11.48,36.18,469.44
3.94,39.9,488.81
17.22,36.71,465.32
11.31,42.02,471.26
12.89,36.71,475.13
15.24,37.87,463.09
21.5,50.59,453.8
22.84,67.32,438.36
25.01,68.63,447.12
21.29,47.45,447.78
23.95,60.37,440.9
24.47,58.05,446.93
10.36,41.46,478.27
25.86,59.07,440.9
16.73,43.79,468.87
20.46,51.43,444.88
29.12,58.84,446.51
25.4,70.4,439.04
24.13,73.18,436.22
26.18,68.08,436.51
13.47,43.34,468.8
11.92,43.8,470.33
9.3,40.56,479.87
8.35,40.46,474.79
28.64,73.4,441.32
23.43,60.32,446.88
32.06,69.88,432.47
26.1,74.16,437.18
6.63,39.42,482.02
31.82,73.68,433.32
26.38,71.73,431.66
28.51,74.78,434.43
27.01,63.78,442.6
25.77,62.96,442.83
13.35,40.27,474.68
20.75,60.77,448.58
27.27,72.24,432.35
23.43,69.23,441.6
8.85,41.06,486.4
12.06,48.04,465.63
27.64,75.6,441.04
25.42,59.04,444.51
24.26,42.8,459.65
25.17,64.79,442.15
31.95,67.17,432.6
21.86,49.21,452.77
22.04,69.51,446.34
9.48,40.8,485.36
5.98,38.91,488.85
25.18,69.23,438.72
17.7,38.52,455.5
26.31,66.48,432.89
20.1,58.95,446.7
23.43,61.47,448.01
12.82,43.5,471.41
16.14,54.3,460.73
7.28,38.56,485.57
26.53,60.07,438.54
5.94,39.9,485.86
24.78,50.16,448.51
21.93,57.17,448.75
30.14,67.69,426.91
9.59,40.11,470.71
32.42,75.08,436.26
23.92,73.17,433.78
21.53,59.8,454.99
29.9,64.79,441.41
14.74,43.99,461.82
10.42,44.85,479.03
28.46,73.67,429.15
18.67,47.83,454.47
18.55,61.87,450.73
28.75,64.84,441.3
10.51,44.78,474.77
18.74,45.09,456.25
27.57,71.32,436.61
25.16,57.17,442.03
8.07,41.01,474.09
22.51,59.21,444.66
10.15,41.46,479.32
8.48,42.49,483.5
13.94,44.84,468.06
28.31,66.17,444.51
26.63,62.44,438.25
29.83,68.67,434.28
20.32,44.6,460.21
24.94,67.69,439.08
26.53,54.2,439.96
7.18,38.56,487.63
29.2,70.79,425.2
31.67,69.89,426.35
20.74,49.69,454.59
25.96,68.08,432.82
19.06,44.63,456.54
19.69,56.65,453.96
11.48,41.2,478.34
25.79,75.6,434.65
25.6,71.73,436.7
22.78,71.77,435.46
27.0,69.4,433.83
13.85,44.9,467.2
14.07,45.09,462.69
11.44,43.13,477.57
8.97,44.03,474.61
17.47,58.59,449.41
22.88,59.21,440.25
13.77,42.86,471.38
10.05,37.14,474.16
22.01,49.39,451.84
18.41,49.69,454.97
21.88,59.39,442.92
23.23,63.31,441.5
12.75,42.34,465.44
23.9,61.41,451.99
3.95,38.44,492.46
16.05,41.96,463.72
29.51,76.09,432.45
14.29,37.85,468.63
13.92,44.47,467.29
6.69,43.65,482.57
15.8,41.1,465.87
7.1,35.77,480.36
17.03,58.49,460.48
7.14,44.71,487.71
18.91,45.01,456.12
21.6,43.43,446.4
28.73,50.05,436.35
23.7,69.23,437.15
28.26,69.23,436.31
21.07,67.07,446.05
5.0,40.64,485.27
14.38,44.78,459.66
18.24,59.15,449.48
11.97,42.32,467.98
22.64,72.24,434.36
33.33,73.03,436.05
32.56,68.14,425.11
11.73,37.92,472.51
26.8,68.31,447.85
27.44,66.56,428.0
13.91,40.24,466.24
7.8,39.04,482.31
9.88,37.83,470.44
17.7,48.98,454.41
22.99,60.77,447.62
21.41,62.39,452.8
9.27,36.3,479.66
4.86,39.4,488.63
10.55,41.55,473.99
15.57,44.68,460.91
5.95,39.48,486.07
26.72,56.9,435.16
18.22,49.25,454.66
19.08,58.59,451.05
7.48,38.5,488.43
29.45,70.02,437.82
14.22,42.32,465.0
25.82,69.68,439.58
26.68,62.91,441.04
15.52,58.59,457.74
28.47,67.69,430.67
29.54,69.48,427.82
26.3,59.07,441.94
23.67,71.77,434.47
27.97,69.48,432.18
20.12,65.94,447.46
5.76,40.07,494.67
26.19,69.34,433.99
28.62,69.98,432.11
21.32,48.14,449.09
23.92,73.17,433.78
14.84,44.63,466.0
23.99,50.32,444.23
31.74,67.32,436.17
20.29,65.27,445.52
7.63,40.56,486.7
22.45,59.87,445.34
13.07,38.47,468.9
21.9,63.13,447.4
12.09,40.6,474.35
29.7,67.17,438.04
15.47,48.98,457.55
24.54,72.24,435.08
20.19,44.57,454.36
25.42,74.22,433.97
14.77,58.2,460.54
12.67,48.14,463.68
27.94,63.07,441.0
26.61,69.13,430.17
11.39,40.27,474.93
11.86,40.55,473.31
12.03,40.75,474.97
23.34,73.5,441.14
12.04,41.58,464.45
24.58,56.9,437.16
28.32,77.95,436.97
29.84,74.87,435.05
21.37,57.76,454.66
15.0,41.17,468.72
11.99,49.83,468.22
26.0,69.88,434.79
8.7,39.72,479.03
30.39,70.98,435.48
21.79,58.2,446.94
10.4,45.01,470.79
16.38,55.5,464.58
23.15,69.48,436.16
19.51,66.51,448.04
28.36,68.08,434.54
24.56,66.75,435.03
7.69,38.06,483.54
20.04,48.92,447.89
31.41,64.44,439.3
13.89,35.71,468.54
22.38,63.31,441.3
22.1,65.06,442.18
24.37,65.61,443.13
26.23,70.72,445.28
9.7,40.11,473.97
10.91,39.61,469.42
23.23,56.89,441.85
9.32,37.73,477.91
17.27,40.55,461.31
29.12,67.32,435.2
31.1,68.51,428.68
22.37,50.78,449.08
13.24,39.16,474.48
28.77,75.23,437.93
22.05,59.92,437.9
19.99,65.94,447.22
22.17,60.27,443.31
16.48,41.35,465.64
15.27,56.89,456.72
15.12,41.79,455.63
19.5,65.12,453.99
22.93,51.19,443.57
23.82,64.15,447.37
10.24,39.28,477.53
23.03,59.04,444.85
10.22,39.96,471.36
25.64,68.14,437.63
21.43,60.95,449.12
21.47,57.19,448.31
11.25,40.67,480.49
28.01,51.43,449.82
25.71,71.14,432.46
33.41,77.95,432.9
25.96,60.32,443.44
24.7,58.46,439.7
28.15,74.9,433.63
7.93,41.01,476.37
19.99,40.79,455.28
11.67,42.74,474.75
10.95,43.8,473.2
11.29,35.76,473.74
14.22,48.6,459.69
32.41,58.9,439.11
21.94,56.85,442.63
30.02,68.24,429.5
29.35,69.04,445.04
13.74,38.73,470.06
29.76,57.19,436.21
22.49,61.27,448.51
25.9,48.92,443.8
18.16,43.72,454.98
24.57,66.54,432.41
32.38,77.24,430.96
10.74,43.67,477.32
15.09,39.52,469.8
8.12,43.02,483.55
24.49,68.61,447.57
10.68,38.38,476.22
31.37,74.87,436.16
9.55,40.72,481.08
10.39,40.22,476.49
18.5,51.43,459.42
30.27,64.69,435.67
21.6,62.52,453.28
16.98,63.09,450.55
18.96,47.83,454.35
8.13,39.99,486.19
26.88,74.78,440.84
25.53,59.57,445.59
30.58,65.18,437.17
21.83,63.07,443.1
15.63,44.9,457.44
19.72,46.21,449.33
21.54,66.54,440.8
24.15,71.73,436.55
23.22,69.04,448.6
26.04,74.67,433.55
14.17,41.67,471.42
30.28,67.22,447.67
13.72,54.3,467.05
27.32,73.42,432.74
23.96,60.95,446.4
31.94,74.99,440.17
20.27,63.09,446.75
14.65,44.84,467.18
23.29,49.3,442.11
11.31,39.61,471.92
26.49,61.86,440.21
26.29,56.85,439.86
10.04,39.66,480.63
22.89,74.78,443.7
22.08,41.1,455.04
17.1,43.52,461.51
5.28,42.07,485.24
23.63,58.79,442.86
20.62,48.41,445.4
23.75,67.9,445.22
20.83,44.78,460.6
5.37,40.07,494.21
22.68,59.54,437.96
14.57,37.86,463.58
28.71,70.32,435.95
27.33,52.84,438.97
15.21,43.56,467.0
11.94,39.28,475.59
20.15,58.59,443.85
30.98,67.48,439.39
9.12,41.54,482.95
19.92,38.52,451.16
15.31,52.75,460.77
32.18,69.75,438.26
18.88,62.96,456.18
18.85,67.32,446.7
25.98,73.18,439.73
28.84,75.6,442.69
31.71,73.5,430.45
19.68,56.65,456.89
32.4,68.14,425.91
29.18,68.24,428.52
22.12,57.19,442.51
17.99,50.16,451.38
30.31,74.16,436.23
16.25,58.86,456.49
25.02,60.29,445.61
29.14,61.5,437.76
29.89,71.29,431.45
6.13,40.64,481.13
10.04,41.62,463.87
30.8,73.56,432.43
12.17,49.83,469.52
24.66,72.24,434.33
28.24,71.58,434.01
23.09,45.01,453.45
26.38,71.58,434.26
34.48,74.34,433.94
6.8,37.8,485.96
22.19,62.96,453.03
25.02,50.78,444.7
31.01,71.37,430.82
28.41,75.6,440.28
12.88,44.71,469.12
21.94,62.52,449.87
23.02,69.94,439.4
29.78,69.71,434.33
28.82,71.8,436.71
8.04,40.64,477.78
24.01,60.84,436.32
21.94,64.15,453.3
13.77,42.86,471.38
19.35,39.39,465.28
24.27,60.37,437.78
7.82,41.16,475.66
29.24,74.67,432.61
19.6,48.14,456.57
17.34,47.03,463.89
30.85,67.45,430.8
10.82,41.55,475.44
21.69,69.94,443.67
11.12,44.92,470.82
26.56,65.59,443.66
12.12,41.17,470.67
27.84,71.32,431.37
25.63,69.89,434.47
23.27,64.69,438.08
7.85,37.8,478.68
15.79,38.28,465.64
22.53,58.62,449.02
24.12,51.43,441.49
15.64,44.21,462.42
9.59,38.56,481.05
26.72,56.9,435.16
22.12,63.91,447.77
19.13,68.61,448.69
18.5,46.93,455.63
19.2,58.71,448.17
4.04,35.47,486.86
12.67,41.16,462.35
27.06,72.58,429.18
16.59,41.79,455.42
14.22,42.32,465.0
29.16,55.68,435.04
28.87,57.19,435.57
27.78,68.67,439.92
20.32,49.16,443.59
31.03,69.98,436.13
9.44,41.4,473.94
9.08,42.49,481.46
24.97,68.61,447.83
28.65,68.27,432.73
22.18,62.39,452.31
6.98,40.35,484.19
23.51,57.32,444.58
10.32,42.02,472.16
27.96,73.42,435.93
17.03,58.49,460.48
14.02,44.47,465.93
25.58,47.01,454.39
15.07,40.69,469.03
10.97,40.6,478.69
26.82,64.96,427.51
26.68,62.91,441.04
9.32,36.3,479.52
19.32,52.84,450.88
23.82,44.89,445.45
9.0,36.3,480.31
14.04,44.21,468.64
