nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Beowulf: The Game,PSP,Action,Ubisoft,0.08,4-Dec-07,44.0,4.0,tbd,,Virtuos
Farming Simulator 2013,X360,Action,Focus Home Interactive,0.18,19-Nov-13,33.0,12.0,5.7,23.0,Giants Software
Spider-Man: Edge of Time,3DS,Action,Activision,0.09,4-Oct-11,50.0,7.0,5.7,9.0,Beenox
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,0.23,20-Mar-12,70.0,33.0,4.1,90.0,Konami
The Cages: Pro Style Batting Practice,Wii,Sports,Konami Digital Entertainment,0.01,6-Jul-10,,,tbd,,Konami
The Godfather II,PS3,Action,Electronic Arts,0.7,7-Apr-09,67.0,53.0,7,39.0,EA Redwood Shores
Way of the Samurai 2 Portable,PSP,Action,Spike,0.04,,,,,,
Pocket Soccer League: Calciobit,3DS,Action,Nintendo,0.1,,,,,,
Call of Duty: Ghosts,PS4,Shooter,Activision,1.77,15-Nov-13,78.0,49.0,3.1,918.0,Infinity Ward
Michael Jackson: The Experience,PSV,Misc,Ubisoft,0.05,15-Feb-12,57.0,27.0,4.7,15.0,Ubisoft
MLB Front Office Manager,PS3,Sports,Take-Two Interactive,0.06,26-Jan-09,49.0,8.0,6.5,8.0,Blue Castle Games
NBA Live 08,PS3,Sports,Electronic Arts,0.62,1-Oct-07,73.0,28.0,6.8,10.0,EA Canada
Sengoku Basara 3 Utage,Wii,Action,Capcom,0.13,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,Misc,Paon,0.02,,,,,,
R-Type Tactics II: Operation Bitter Chocolate,PSP,Strategy,Irem Software Engineering,0.01,,,,,,
Night at the Museum: Battle of the Smithsonian,Wii,Action,Majesco Entertainment,0.33,5-May-09,54.0,8.0,tbd,,"Pipeworks Software, Inc."
FIFA Soccer,PSV,Sports,Electronic Arts,0.48,15-Feb-12,79.0,45.0,7.2,69.0,Electronic Arts
NHL 2K7,PS3,Sports,Take-Two Interactive,0.12,13-Nov-06,79.0,24.0,6.6,5.0,Kush Games
Too Human,X360,Role-Playing,Microsoft Game Studios,0.76,19-Aug-08,65.0,80.0,7,434.0,Silicon Knights
Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.28,3-Apr-07,70.0,30.0,7.8,19.0,Ubisoft Montreal
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,0.87,12-Jan-10,73.0,79.0,7.3,104.0,EA Montreal
God of War III,PS3,Action,Sony Computer Entertainment,4.64,16-Mar-10,92.0,101.0,8.7,2085.0,SCE Santa Monica
Zumba Fitness: World Party,XOne,Misc,Majesco Entertainment,0.07,19-Nov-13,73.0,5.0,6.6,31.0,Zoe Mode
Madden NFL 12,Wii,Sports,Electronic Arts,0.42,30-Aug-11,,,6.2,5.0,EA Tiburon
Active Life: Magical Carnival,Wii,Misc,Namco Bandai Games,0.04,25-Oct-11,,,tbd,,Bandai Namco Games
Midnight Club 3: DUB Edition,PSP,Racing,Take-Two Interactive,3.6,27-Jun-05,74.0,34.0,8.7,28.0,Rockstar Leeds
Fuse,PS3,Shooter,Electronic Arts,0.07,28-May-13,63.0,35.0,5,97.0,Insomniac Games
Thrillville: Off the Rails,PSP,Strategy,LucasArts,0.09,9-Oct-07,72.0,7.0,tbd,,Frontier Developments
Mega Man Maverick Hunter X,PSP,Platform,Capcom,0.29,31-Jan-06,79.0,34.0,8.8,27.0,Capcom
Guitar Hero: Smash Hits,Wii,Misc,Activision,0.56,16-Jun-09,74.0,17.0,7.7,6.0,Beenox
Soul Sacrifice,PSV,Action,Sony Computer Entertainment,0.41,30-Apr-13,77.0,71.0,8.2,226.0,"SCE Japan Studio, comcept"
Metal Slug Anthology,PSP,Shooter,Ignition Entertainment,0.04,20-Feb-07,78.0,26.0,7.4,18.0,Terminal Reality
Ridge Racer,PSP,Racing,Sony Computer Entertainment,1.39,22-Mar-05,88.0,58.0,8.2,57.0,Namco
Planet 51,X360,Action,Sega,0.09,17-Nov-09,53.0,13.0,tbd,,Pyro Studios
Jikkyou Powerful Pro Yakyuu Next,Wii,Sports,Konami Digital Entertainment,0.08,,,,,,
Rock Band Unplugged,PSP,Misc,MTV Games,0.45,9-Jun-09,79.0,50.0,8.8,24.0,"Backbone Entertainment, Harmonix Music Systems"
Pictionary,Wii,Puzzle,THQ,0.83,14-Nov-10,71.0,7.0,tbd,,Page 44 Studios
NPPL Championship Paintball 2009,PS3,Shooter,Activision Value,0.14,18-Nov-08,45.0,9.0,6.6,7.0,FUN Labs
EyePet,PSP,Simulation,Sony Computer Entertainment,0.24,2-Nov-10,57.0,19.0,tbd,,SCEE London Studio
Dream Club Zero Portable,PSV,Simulation,D3Publisher,0.03,,,,,,
Lollipop Chainsaw,PS3,Action,Warner Bros. Interactive Entertainment,0.55,12-Jun-12,67.0,37.0,6.9,164.0,Grasshopper Manufacture
NBA 2K11,PSP,Sports,Take-Two Interactive,0.39,5-Oct-10,,,6.3,4.0,Visual Concepts
Dance on Broadway,Wii,Misc,Ubisoft,0.98,15-Jun-10,48.0,6.0,tbd,,Longtail Studios
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,Adventure,Namco Bandai Games,0.23,,,,,,
Nano Diver,PSP,Action,Takara Tomy,0.02,,,,,,
Sorcery,PS3,Role-Playing,Sony Computer Entertainment,0.22,22-May-12,70.0,52.0,7.2,52.0,The Workshop
Dragon Ball Z: Battle of Z,PSV,Fighting,Namco Bandai Games,0.04,28-Jan-14,66.0,7.0,7.4,18.0,Artdink
Star Wars: The Force Unleashed,PS3,Action,LucasArts,2.03,16-Sep-08,71.0,47.0,6.5,191.0,LucasArts
Generator Rex: Agent of Providence,PS3,Action,Activision,0.05,1-Nov-11,,,tbd,,Activision
Tekken 6,X360,Fighting,Namco Bandai Games,1.23,27-Oct-09,80.0,60.0,7,109.0,Namco Bandai Games America
Beat Sketch!,PS3,Misc,Sony Computer Entertainment,0.08,,,,,,
Backyard NFL Football,Wii,Sports,Atari,0.03,,,,,,
Skate 2,X360,Sports,Electronic Arts,1.05,21-Jan-09,84.0,70.0,8,57.0,EA Black Box
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,Sony Computer Entertainment,0.04,19-Feb-07,66.0,25.0,8.3,4.0,Gaia (Sony)
Cocoto Magic Circus,Wii,Shooter,Neko Entertainment,0.02,12-Mar-08,,,tbd,,Neko Entertainment
Guitar Hero: Van Halen,Wii,Misc,Activision,0.26,22-Dec-09,50.0,12.0,4.5,4.0,Neversoft Entertainment
Defendin' De Penguin,Wii,Strategy,Zushi Games,0.05,,,,,,
Cabela's Big Game Hunter 2010,Wii,Sports,Activision Value,1.68,29-Sep-09,,,7.8,4.0,Activision
Planet 51,PS3,Action,Sega,0.09,17-Nov-09,50.0,11.0,tbd,,Pyro Studios
Samurai Dou Portable,PSP,Action,Spike,0.05,,,,,,
Chicken Riot,Wii,Action,City Interactive,0.27,17-Feb-10,,,tbd,,City Interactive
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft,0.03,,,,,,
Shin Sangoku Musou 4 Special,X360,Action,Tecmo Koei,0.01,,,,,,
Digimon World Re:Digitize,PSP,Action,Namco Bandai Games,0.21,,,,,,
Remington Super Slam Hunting: Alaska,Wii,Sports,Mastiff,0.08,3-May-11,,,tbd,,Jack of All Games
Midnight Club: LA Remix,PSP,Racing,Take-Two Interactive,0.96,20-Oct-08,79.0,26.0,9,36.0,Rockstar London
Tom Clancy's HAWX 2,PS3,Action,Ubisoft,0.37,7-Sep-10,70.0,30.0,6.8,13.0,Ubisoft
Sid Meier's Pirates!,Wii,Strategy,Take-Two Interactive,0.14,,,,,,
Lightning Returns: Final Fantasy XIII,X360,Role-Playing,Square Enix,0.01,11-Feb-14,69.0,16.0,7,56.0,Square Enix
Reader Rabbit 2nd Grade,Wii,Misc,Unknown,0.04,4-May-10,,,tbd,,
Rabbids Land,WiiU,Action,Ubisoft,0.01,18-Nov-12,52.0,26.0,4.4,17.0,Ubisoft Paris
Tokitowa: Time and Eternity,PS3,Action,Nippon Ichi Software,0.14,,,,,,
Petz: Hamsterz Bunch,PSP,Simulation,Ubisoft,0.06,27-Oct-09,,,tbd,,Ubisoft
The Black Eyed Peas Experience,X360,Misc,Ubisoft,0.29,8-Nov-11,66.0,17.0,5.8,8.0,iNiS
M&M's Kart Racing,Wii,Racing,Zoo Digital Publishing,0.23,,,,,,
Tenjin Ranman: Happy GO Lucky!!,PSP,Adventure,Russel,0.01,,,,,,
"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan",PSP,Strategy,Nippon Ichi Software,0.01,,,,,,
Tiger Woods PGA Tour 07,PSP,Sports,Electronic Arts,0.27,10-Oct-06,78.0,23.0,tbd,,Team Fusion
NHL 11,PS3,Sports,Electronic Arts,0.56,7-Sep-10,88.0,38.0,7.1,46.0,Electronic Arts
Squeeballs Party,Wii,Puzzle,Performance Designed Products,0.17,12-Oct-09,59.0,16.0,tbd,,Performance Designed Products
G1 Jockey Wii,Wii,Sports,Tecmo Koei,0.02,,,,,,
Fracture,PS3,Shooter,LucasArts,0.14,7-Oct-08,62.0,40.0,6.3,15.0,Day 1 Studios
Little League World Series Baseball 2009,Wii,Sports,Activision,0.15,23-Jun-09,,,tbd,,Now Production
Busou Shinki: Battle Masters Mk. 2,PSP,Action,Konami Digital Entertainment,0.11,,,,,,
Crazy Machines,Wii,Puzzle,DTP Entertainment,0.02,14-Jun-11,,,tbd,,FAKT Software
Skate,X360,Sports,Electronic Arts,0.69,14-Sep-07,86.0,59.0,8.4,124.0,EA Black Box
Choujikuu Yousai Macross: Do You Remember Love,PS3,Shooter,Namco Bandai Games,0.05,,,,,,
Command & Conquer: Red Alert 3,X360,Strategy,Electronic Arts,0.43,,,,,,
Steins;Gate,PSP,Adventure,Kadokawa Shoten,0.19,,,,,,
Steel Diver,3DS,Action,Nintendo,0.41,27-Mar-11,58.0,55.0,6.1,23.0,Nintendo
The Smurfs 2,X360,Action,Ubisoft,0.08,23-Jul-13,,,4.1,11.0,WayForward
Drawn to Life: The Next Chapter,Wii,Puzzle,THQ,0.73,27-Oct-09,58.0,22.0,6.4,7.0,Planet Moon Studios
Blaze Union: Story to Reach the Future,PSP,Role-Playing,Sting,0.03,,,,,,
Chuck E. Cheese's Sports Games,Wii,Sports,UFO Interactive,0.02,3-Mar-11,,,tbd,,UFO Interactive
Battlefield 3,X360,Shooter,Electronic Arts,7.11,25-Oct-11,84.0,57.0,7.4,2054.0,EA DICE
Tokobot,PSP,Platform,Take-Two Interactive,0.06,5-Dec-05,72.0,30.0,8.3,7.0,Tecmo
Accel World: Kasoku no Chouten,PSP,Adventure,Namco Bandai Games,0.01,,,,,,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Fighting,Marvelous Interactive,0.03,,,,,,
MLB 07: The Show,PSP,Sports,Sony Computer Entertainment,0.28,27-Feb-07,82.0,12.0,8.5,8.0,SCEA San Diego Studios
Family Trainer: Treasure Adventure,Wii,Sports,Namco Bandai Games,0.06,TBA,,,,,Namco Bandai Games
Blitz: The League II,PS3,Sports,Midway Games,0.12,13-Oct-08,62.0,25.0,7.3,12.0,
North American Hunting Extravaganza,Wii,Sports,Zushi Games,0.35,6-Nov-08,,,tbd,,Destineer
Singularity,X360,Shooter,Unknown,0.29,29-Jun-10,76.0,70.0,7.6,143.0,Raven Software
Tenchu: Shadow Assassins,PSP,Action,Ubisoft,0.11,24-Mar-09,68.0,18.0,8.9,11.0,From Software
Madden NFL 07,PSP,Sports,Unknown,0.83,22-Aug-06,78.0,18.0,6.4,14.0,EA Tiburon
Corpse Party: Book of Shadows,PSP,Adventure,5pb,0.04,15-Jan-13,67.0,23.0,8.4,34.0,5pb
Sayonara Umihara Kawase,3DS,Platform,Agatsuma Entertainment,0.03,,,,,,
SD Gundam: Scad Hammers,Wii,Strategy,Namco Bandai Games,0.05,,,,,,
Inazuma Eleven Strikers,Wii,Role-Playing,Nintendo,0.26,28-Sep-12,59.0,16.0,8.8,6.0,Level 5
Death Jr. II: Root of Evil,PSP,Platform,Konami Digital Entertainment,0.05,31-Oct-06,68.0,34.0,8,8.0,Backbone Entertainment
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,Adventure,CyberFront,0.01,,,,,,
FIFA Soccer 10,X360,Sports,Electronic Arts,2.58,20-Oct-09,90.0,63.0,7.6,112.0,EA Sports
NBA Live 14,XOne,Sports,Electronic Arts,0.08,19-Nov-13,36.0,14.0,3.5,62.0,EA Sports
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Fighting,Konami Digital Entertainment,0.02,,,,,,
Diablo III,X360,Role-Playing,Activision,0.74,3-Sep-13,87.0,42.0,6.7,313.0,Blizzard Entertainment
Jikkyou Powerful Pro Yakyuu 2011,PSP,Sports,Konami Digital Entertainment,0.2,,,,,,
Princess Frontier Portable,PSP,Adventure,Alchemist,0.02,,,,,,
Caladrius,X360,Shooter,Moss,0.01,,,,,,
One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,0.58,3-Sep-13,71.0,35.0,7.4,39.0,Omega Force
Kung Fu Panda 2,X360,Action,THQ,0.21,,,,,,
Sonic and the Secret Rings,Wii,Platform,Sega,2.64,20-Feb-07,69.0,44.0,6.9,135.0,Sonic Team
Tiger Woods PGA Tour 12: The Masters,X360,Sports,Electronic Arts,0.57,29-Mar-11,80.0,50.0,5.9,22.0,Electronic Arts
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Role-Playing,Nintendo,0.03,,,,,,
Record of Agarest War,X360,Role-Playing,Compile Heart,0.18,27-Apr-10,71.0,7.0,7.5,32.0,Compile Heart
Luxor 3,Wii,Puzzle,Mumbo Jumbo,0.16,14-Nov-08,,,tbd,,MumboJumbo
Counter Force,Wii,Shooter,505 Games,0.05,3-Oct-07,,,tbd,,Hyper-Devbox
Karaoke Revolution,PS3,Misc,Konami Digital Entertainment,0.08,24-Nov-09,66.0,8.0,tbd,,Blitz Games Studios
Hakuoki: Reimeiroku Nagorigusa,PS3,Action,Idea Factory,0.01,,,,,,
Octomania,Wii,Puzzle,Midas Interactive Entertainment,0.06,31-Mar-08,66.0,9.0,tbd,,Compile Heart
Petz Sports,Wii,Simulation,Ubisoft,0.45,,,,,,
Ninja Blade,X360,Action,Microsoft Game Studios,0.3,7-Apr-09,68.0,65.0,6.8,48.0,From Software
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,Adventure,Namco Bandai Games,0.27,,,,,,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Strategy,Banpresto,0.42,,,,,,
Hyperdimension Neptunia mk2,PS3,Action,Nippon Ichi Software,0.01,28-Feb-12,53.0,16.0,7.9,90.0,Idea Factory
Mafia II,X360,Action,Take-Two Interactive,1.38,24-Aug-10,74.0,79.0,7.6,323.0,2K Czech
nail'd,PS3,Racing,Deep Silver,0.08,30-Nov-10,66.0,36.0,6.5,10.0,Techland
Dream C Club Zero,PS3,Simulation,D3Publisher,0.01,,,,,,
The Black Eyed Peas Experience,Wii,Misc,Ubisoft,0.56,8-Nov-11,,,tbd,,Ubisoft Quebec
Skylanders Giants,WiiU,Action,Activision,0.18,18-Nov-12,80.0,8.0,6.9,19.0,Vicarious Visions
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",PSP,Adventure,Nippon Ichi Software,0.01,,,,,,
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,0.78,10-May-11,73.0,42.0,7,18.0,Traveller's Tales
Gurumin: A Monstrous Adventure,PSP,Role-Playing,505 Games,0.01,12-Feb-07,78.0,41.0,7.6,16.0,Falcom
Devil May Cry 4,PS3,Action,Capcom,1.5,5-Feb-08,84.0,63.0,8.2,219.0,Capcom
Tsuku Monogatari,PSP,Adventure,FuRyu,0.03,,,,,,
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,1.02,31-Aug-08,72.0,69.0,7.2,144.0,Pandemic Studios
Kinect Sports,X360,Sports,Microsoft Game Studios,5.79,4-Nov-10,73.0,51.0,7.4,78.0,Rare Ltd.
Earth Defense Force 2017 Portable,PSV,Action,D3Publisher,0.06,8-Jan-13,68.0,36.0,7.6,20.0,Sandlot
Disgaea 4: A Promise Unforgotten,PSV,Role-Playing,Nippon Ichi Software,0.03,TBA 2014,,,,,Nippon Ichi Software
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,D3Publisher,0.41,27-Oct-09,,,tbd,,Papaya Studios
AKB1/48: Idol to Guam de Koishitara...,PSP,Misc,Namco Bandai Games,0.4,,,,,,
Football Manager Handheld 2008,PSP,Sports,Sega,0.34,,,,,,
Chessmaster: The Art of Learning,PSP,Misc,Ubisoft,0.1,12-Feb-08,64.0,4.0,8.8,14.0,Ubisoft
Just Dance 4,Wii,Misc,Ubisoft,6.83,9-Oct-12,74.0,10.0,6.8,22.0,Ubisoft
NCAA Football 11,PS3,Sports,Electronic Arts,0.81,13-Jul-10,85.0,22.0,7.4,24.0,EA Tiburon
HatsuKare * Renai Debut Sengen!,PSP,Adventure,FuRyu,0.02,,,,,,
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,Strategy,,0.12,,,,,,
Vacation Isle: Beach Party,Wii,Misc,Warner Bros. Interactive Entertainment,0.1,Jun-10,,,,,Farsight Studios
Major League Baseball 2K7,PS3,Sports,Spike,0.25,26-Feb-07,74.0,19.0,4.7,7.0,Kush Games
TRINITY: Souls of Zill O'll,PS3,Role-Playing,Ubisoft Annecy,0.1,8-Feb-11,55.0,34.0,5.8,29.0,Omega Force
Goldeneye 007: Reloaded,PS3,Shooter,Activision,0.67,1-Nov-11,72.0,38.0,6.3,41.0,Eurocom Entertainment Software
Madden NFL 11,PS3,Sports,Electronic Arts,2.31,10-Aug-10,83.0,36.0,6,61.0,EA Tiburon
X-Blades,X360,Action,SouthPeak Games,0.13,6-Feb-09,50.0,39.0,5.8,11.0,Gaijin Entertainment
Nobunaga's Ambition (3DS),3DS,Simulation,Tecmo Koei,0.03,,,,,,
Guitar Hero: Aerosmith,X360,Misc,Activision,1.17,29-Jun-08,70.0,59.0,6.7,42.0,Neversoft Entertainment
Time Travelers,3DS,Adventure,Unknown,0.04,,,,,,
Truck Racer,Wii,Racing,Nordic Games,0.01,,,,,,
Maximum Racing: Sprint Cars,Wii,Racing,Unknown,0.01,31-May-11,,,tbd,,
Stardust Amazoness,3DS,Role-Playing,Arc System Works,0.01,,,,,,
To Heart 2: Dungeon Travelers,PSP,Adventure,Aqua Plus,0.11,,,,,,
Cabela's Adventure Camp,X360,Misc,Activision,0.08,1-Nov-11,,,tbd,,Activision
Dragon Quest X,WiiU,Role-Playing,Square Enix,0.18,TBA,,,,,Square Enix
Armored Core 3 Portable,PSP,Simulation,From Software,0.08,21-Oct-09,43.0,6.0,6.7,6.0,From Software
Ultimate I Spy,Wii,Adventure,Scholastic Inc.,0.47,29-Oct-08,,,tbd,,"Scholastic, Inc."
The Legend of Spyro: The Eternal Night,Wii,Platform,Vivendi Games,0.2,18-Oct-07,60.0,8.0,7.2,9.0,Krome Studios
The Legend of Zelda: Twilight Princess,Wii,Action,Nintendo,6.92,19-Nov-06,95.0,73.0,9,1250.0,Nintendo
Littlest Pet Shop: Friends,Wii,Simulation,Electronic Arts,0.25,20-Oct-09,,,tbd,,Artech Studios
Risen,X360,Role-Playing,Deep Silver,0.16,22-Feb-10,60.0,37.0,5.9,60.0,Piranha Bytes
Ford Bold Moves Street Racing,PSP,Racing,Xplosiv,0.04,17-Oct-06,52.0,19.0,tbd,,Razorworks Studios
LittleBigPlanet Karting,PS3,Action,Sony Computer Entertainment,0.63,6-Nov-12,73.0,69.0,7,123.0,"United Front Games, Media Molecule"
Metroid: Other M,Wii,Action,Nintendo,1.26,31-Aug-10,79.0,71.0,6.8,343.0,Team Ninja
Super Swing Golf Season 2,Wii,Sports,Rising Star Games,0.11,11-Dec-07,70.0,17.0,tbd,,"Tecmo, Ntreev Soft"
Yu-Gi-Oh! 5D's Tag Force 5,PSP,Strategy,Konami Digital Entertainment,0.32,,,,,,
Transformers: Fall of Cybertron,PS3,Action,Activision,0.28,21-Aug-12,77.0,32.0,8.1,67.0,High Moon Studios
Tiger Woods PGA Tour 08,X360,Sports,Electronic Arts,0.54,28-Aug-07,80.0,45.0,7.7,25.0,EA Salt Lake
WWE SmackDown vs. Raw 2010,PSP,Fighting,THQ,0.6,20-Oct-09,,,6.3,4.0,Yuke's
Major League Baseball 2K7,PSP,Sports,Take-Two Interactive,0.09,26-Feb-07,61.0,5.0,tbd,,Visual Concepts
Dawn of Discovery,Wii,Simulation,Ubisoft,0.16,23-Jun-09,81.0,24.0,8.6,14.0,Sunflowers Interactive
Rockstar Games presents Table Tennis,X360,Sports,Take-Two Interactive,0.73,22-May-06,81.0,75.0,7.6,60.0,Rockstar San Diego
Bleach: Heat the Soul 4,PSP,Fighting,Sony Computer Entertainment,0.08,,,,,,
Assassin's Creed: Revelations,X360,Action,Ubisoft,4.02,15-Nov-11,80.0,77.0,7.1,458.0,Ubisoft Montreal
Samurai Warriors 2: Empires,X360,Action,Tecmo Koei,0.03,27-Feb-07,53.0,29.0,7.9,7.0,Omega Force
My Horse & Me: Riding for Gold,Wii,Sports,Atari,0.05,,,,,,
Minna no Sukkiri,PSP,Sports,Sony Computer Entertainment,0.06,,,,,,
Spore Hero,Wii,Simulation,Electronic Arts,0.37,6-Oct-09,61.0,23.0,7.1,36.0,Maxis
Clock Zero: Shuuen no Ichibyou Portable,PSP,Adventure,Idea Factory,0.04,,,,,,
Mario Sports Mix,Wii,Sports,Nintendo,2.04,7-Feb-11,64.0,54.0,6.3,20.0,Square Enix
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,Simulation,Game Factory,0.36,21-Oct-08,,,tbd,,Neko Entertainment
NHL 2K10,Wii,Sports,Take-Two Interactive,0.34,15-Sep-09,79.0,8.0,6.8,16.0,Take-Two Interactive
Help Wanted: 50 Wacky Jobs (jp sales),Wii,Simulation,Hudson Soft,0.01,,,,,,
Clash of the Titans: The Videogame,PS3,Action,Namco Bandai Games,0.25,,,,,,
Coded Arms: Contagion,PSP,Shooter,Konami Digital Entertainment,0.06,18-Sep-07,56.0,20.0,7,26.0,Creat Studios
Major League Baseball 2K8,PS3,Sports,Bethesda Softworks,0.29,3-Mar-08,67.0,23.0,5.6,8.0,Kush Games
Madden NFL 08,X360,Sports,Electronic Arts,2.35,14-Aug-07,85.0,46.0,6.4,105.0,EA Tiburon
Tales of Phantasia (PS1 & PSP Versions),PSP,Role-Playing,Namco Bandai Games,0.11,,,,,,
Stranglehold,X360,Shooter,Midway Games,0.78,5-Sep-07,77.0,59.0,7.7,81.0,Midway
One Piece Pirate Musou,PS3,Action,Namco Bandai Games,1.11,,,,,,
Brunswick Pro Bowling,PS3,Sports,505 Games,0.14,22-Sep-10,47.0,6.0,tbd,,Farsight Studios
Madden NFL 13,WiiU,Sports,Electronic Arts,0.07,13-Nov-12,75.0,9.0,6.6,23.0,EA Tiburon
Eyeshield 21: Portable Edition,PSP,Role-Playing,Konami Digital Entertainment,0.02,,,,,,
Deus Ex: Human Revolution,WiiU,Shooter,Square Enix,0.04,,,,,,
Transformers: Revenge of the Fallen,X360,Action,Activision,0.6,23-Jun-09,61.0,65.0,7.8,26.0,"Luxoflux, Inc."
World Series of Poker: Tournament of Champions 2007 Edition,X360,Misc,Activision,0.15,,,,,,
FIFA Soccer 14,PS4,Sports,Electronic Arts,1.45,,,,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,Adventure,Idea Factory,0.03,,,,,,
Star Wars: The Force Unleashed,Wii,Action,LucasArts,1.8,16-Sep-08,71.0,18.0,8,67.0,Krome Studios
Bulletstorm,X360,Shooter,Electronic Arts,0.97,22-Feb-11,84.0,83.0,7.5,383.0,"People Can Fly, Epic Games"
Blood Drive,PS3,Racing,Activision,0.06,2-Nov-10,47.0,11.0,tbd,,Sidhe Interactive
NASCAR 09,PS3,Racing,Electronic Arts,0.24,10-Jun-08,65.0,22.0,7.4,8.0,EA Games
FIFA Soccer 14,XOne,Sports,Electronic Arts,0.73,,,,,,
Go Diego Go! Great Dinosaur Rescue,Wii,Action,Take-Two Interactive,0.56,,,,,,
Saru! Get You! Pipo Saru Senki,PSP,Role-Playing,Sony Computer Entertainment,0.04,,,,,,
101-in-1 Sports Party Megamix,Wii,Sports,Nordcurrent,0.03,13-Jan-11,41.0,7.0,tbd,,Nordcurrent
Sonic Rivals,PSP,Racing,Sega,1.39,16-Nov-06,64.0,25.0,8.4,18.0,Backbone Entertainment
Balloon Pop,Wii,Puzzle,505 Games,0.05,23-Oct-07,,,tbd,,UFO Interactive
Minna no Golf Jou Vol.1,PSP,Sports,Sony Computer Entertainment,0.03,,,,,,
The House of the Dead: Overkill - Extended Cut,PS3,Shooter,Sega,0.31,,,,,,
Dante's Inferno,X360,Action,Electronic Arts,0.87,9-Feb-10,73.0,71.0,7.6,181.0,Visceral Games
Tiger & Bunny: On-Air Jack!,PSP,Action,Namco Bandai Games,0.03,,,,,,
Sleeping Dogs,PS3,Action,Square Enix,0.87,14-Aug-12,83.0,40.0,7.5,532.0,United Front Games
Mega Minis Volume 2,PSP,Misc,Sony Computer Entertainment,0.02,,,,,,
Thor: God of Thunder,3DS,Action,Sega,0.07,13-Sep-11,55.0,10.0,2.8,4.0,Red Fly Studio
The Tale of Despereaux,Wii,Platform,Brash Entertainment,0.04,2-Dec-08,,,tbd,,Brash Entertainment
Gran Turismo 6,PS3,Racing,Sony Computer Entertainment,1.94,6-Dec-13,81.0,79.0,7.6,520.0,Polyphony Digital
F1 2011,PS3,Racing,Codemasters,1.14,20-Sep-11,82.0,36.0,7.2,50.0,Codemasters
Terraria,X360,Action,505 Games,0.04,27-Mar-13,81.0,39.0,7.3,116.0,Re-Logic
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,0.88,6-Oct-09,76.0,42.0,6.4,48.0,Codemasters
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Adventure,Alchemist,0.02,,,,,,
Tiger Woods PGA Tour 10,Wii,Sports,Electronic Arts,1.05,8-Jun-09,88.0,44.0,8.8,56.0,EA Tiburon
Military History: Commander - Europe at War,PSP,Strategy,Slitherine Software,0.01,6-Dec-10,,,tbd,,Slitherine
Monster Hunter Freedom Unite,PSP,Role-Playing,Capcom,5.41,22-Jun-09,81.0,48.0,8.8,93.0,Capcom
Just Dance Kids 2,Wii,Misc,Ubisoft,0.24,25-Oct-11,,,tbd,,Ubisoft
Earth Defense Force: Insect Armageddon,PS3,Shooter,D3Publisher,0.16,1-Jul-11,63.0,28.0,6.9,23.0,Vicious Cycle
Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Games,0.17,2-Dec-08,72.0,37.0,8.9,29.0,Red Fly Studio
The Chronicles of Riddick: Assault on Dark Athena,PS3,Shooter,Vivendi Games,0.21,7-Apr-09,80.0,45.0,7.5,31.0,Starbreeze
Medal of Honor,PS3,Shooter,Electronic Arts,2.71,12-Oct-10,75.0,56.0,7.6,235.0,"Danger Close, EA DICE"
Madden NFL 12,PSP,Sports,Electronic Arts,0.2,30-Aug-11,,,tbd,,EA Tiburon
Vitamin X to Z,PSP,Adventure,D3Publisher,0.06,,,,,,
Wall-E,PSP,Platform,THQ,0.64,24-Jun-08,64.0,8.0,tbd,,Heavy Iron Studios
XCOM,PS3,Shooter,Take-Two Interactive,0.15,20-Aug-13,69.0,22.0,6.7,51.0,2K Marin
