nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Ridge Racer,PSP,Racing,Sony Computer Entertainment,1.39,22-Mar-05,88.0,58.0,8.2,57.0,Namco
Tiger Woods PGA Tour 06,X360,Sports,Electronic Arts,0.3,16-Nov-05,71.0,36.0,7.4,8.0,EA Sports
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,0.23,21-Nov-05,80.0,57.0,7.2,60.0,Ubisoft Montpellier
Tiger Woods PGA Tour 06,PSP,Sports,Electronic Arts,0.2,26-Sep-05,80.0,15.0,9,7.0,Team Fusion
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,0.18,20-Dec-05,56.0,10.0,6.2,20.0,Phoenix Games Studio
FIFA Soccer,PSP,Sports,Electronic Arts,0.12,25-Apr-05,73.0,23.0,7.7,22.0,EA Canada
WRC: FIA World Rally Championship,PSP,Racing,Sony Computer Entertainment,0.03,18-Apr-06,67.0,18.0,8.1,17.0,Traveller's Tales
The Elder Scrolls IV: Oblivion,X360,Role-Playing,Take-Two Interactive,4.12,20-Mar-06,94.0,90.0,8.7,938.0,Bethesda Softworks
Call of Duty 3,X360,Shooter,Activision,2.64,7-Nov-06,82.0,71.0,6.5,167.0,Treyarch
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,2.47,24-Oct-06,82.0,68.0,7.3,91.0,Raven Software
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,1.92,20-Nov-06,88.0,69.0,8.4,179.0,Ubisoft Montreal
Madden NFL 07,X360,Sports,Electronic Arts,1.79,22-Aug-06,80.0,54.0,6,144.0,EA Tiburon
Need for Speed Carbon,X360,Racing,Electronic Arts,1.6,31-Oct-06,77.0,52.0,6.1,67.0,EA Canada
Call of Duty 3,PS3,Shooter,Activision,1.43,14-Nov-06,80.0,43.0,6.9,56.0,Treyarch
LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,1.37,12-Sep-06,83.0,11.0,9,22.0,Traveller's Tales
Need for Speed Carbon,Wii,Racing,Electronic Arts,1.25,19-Nov-06,67.0,21.0,7.7,23.0,EA Canada
FIFA 07 Soccer,PSP,Sports,Electronic Arts,1.2,17-Oct-06,80.0,15.0,9.1,22.0,EA Sports
Need for Speed Carbon,PS3,Racing,Electronic Arts,1.12,16-Nov-06,75.0,31.0,6.8,29.0,EA Canada
Sonic the Hedgehog,PS3,Platform,Sega,1.09,30-Jan-07,43.0,17.0,3.9,86.0,Sonic Team
Sonic the Hedgehog,X360,Platform,Sega,0.98,14-Nov-06,46.0,38.0,4.5,243.0,Sega
Rockstar Games presents Table Tennis,X360,Sports,Take-Two Interactive,0.73,22-May-06,81.0,75.0,7.6,60.0,Rockstar San Diego
NCAA Football 07,X360,Sports,Electronic Arts,0.71,18-Jul-06,79.0,43.0,6.9,19.0,EA Sports
Blazing Angels: Squadrons of WWII,PS3,Simulation,Ubisoft,0.64,12-Dec-06,67.0,26.0,6.9,9.0,Ubisoft
LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,0.61,12-Sep-06,81.0,50.0,7.9,39.0,Traveller's Tales
Tony Hawk's Project 8,PS3,Sports,Activision,0.59,17-Nov-06,76.0,43.0,7,10.0,Neversoft Entertainment
NBA 2K7,X360,Sports,Take-Two Interactive,0.57,25-Sep-06,84.0,46.0,7.8,65.0,"Visual Concepts, Kush Games"
Tony Hawk's Project 8,PSP,Sports,Activision,0.55,21-Nov-06,68.0,11.0,7.8,13.0,Page 44 Studios
Madden NFL 07,PS3,Sports,Electronic Arts,0.51,14-Nov-06,76.0,25.0,4.2,18.0,EA Tiburon
Madden NFL 07,Wii,Sports,Electronic Arts,0.49,14-Nov-06,81.0,35.0,8,16.0,EA Canada
Tiger Woods PGA Tour 07,PS3,Sports,Electronic Arts,0.49,14-Nov-06,81.0,30.0,tbd,,EA Redwood Shores
Tony Hawk's Project 8,X360,Sports,Activision,0.47,7-Nov-06,81.0,65.0,7.5,33.0,Neversoft Entertainment
Tiger Woods PGA Tour 07,X360,Sports,Electronic Arts,0.47,17-Oct-06,80.0,44.0,7.9,21.0,EA Redwood Shores
Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,0.4,23-Mar-06,66.0,58.0,7.9,52.0,Ubisoft
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.39,14-Nov-06,73.0,31.0,7.2,27.0,Vicarious Visions
Major League Baseball 2K6,X360,Sports,Spike,0.37,10-Apr-06,66.0,22.0,3.9,37.0,Kush Games
NCAA Football 07,PSP,Sports,Electronic Arts,0.36,18-Jul-06,75.0,16.0,7.9,11.0,EA Sports
NBA 2K7,PS3,Sports,Take-Two Interactive,0.36,13-Nov-06,80.0,20.0,7.1,7.0,Visual Concepts
Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,0.36,24-Oct-06,81.0,19.0,8.1,10.0,Vicarious Visions
Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,0.35,17-Nov-06,78.0,35.0,7.2,34.0,Raven Software
Test Drive Unlimited,X360,Racing,Atari,0.3,5-Sep-06,82.0,69.0,8,77.0,Eden Studios
Tiger Woods PGA Tour 07,PSP,Sports,Electronic Arts,0.27,10-Oct-06,78.0,23.0,tbd,,Team Fusion
FIFA 07 Soccer,X360,Sports,Electronic Arts,0.27,31-Oct-06,73.0,39.0,7.7,44.0,EA Sports
NHL 07,X360,Sports,Electronic Arts,0.27,12-Sep-06,79.0,49.0,5.3,165.0,EA Sports
NBA 07,PS3,Sports,Sony Computer Entertainment,0.26,14-Nov-06,63.0,24.0,6.3,10.0,SCEA
NBA 07,PSP,Sports,Sony Computer Entertainment,0.2,25-Sep-06,68.0,24.0,tbd,,SCEA
Armored Core 4,PS3,Simulation,505 Games,0.18,20-Mar-07,65.0,36.0,6.8,21.0,From Software
NHL 07,PSP,Sports,Electronic Arts,0.16,12-Sep-06,76.0,7.0,6.1,20.0,EA Sports
Bomberman,PSP,Puzzle,Konami Digital Entertainment,0.15,12-Sep-06,73.0,30.0,5.8,4.0,Hudson
World Series of Poker: Tournament of Champions 2007 Edition,X360,Misc,Activision,0.15,,,,,,
Metal Slug Anthology,Wii,Shooter,Ignition Entertainment,0.13,14-Dec-06,73.0,38.0,7.8,18.0,Terminal Reality
Cabela's African Safari,X360,Sports,Activision Value,0.12,21-Nov-06,53.0,4.0,5.1,7.0,FUN Labs
NHL 2K7,PS3,Sports,Take-Two Interactive,0.12,13-Nov-06,79.0,24.0,6.6,5.0,Kush Games
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Misc,Activision,0.1,,,,,,
Pimp My Ride,X360,Racing,Activision,0.1,6-Dec-06,38.0,14.0,3.7,27.0,Eutechnyx
NHL 2K7,X360,Sports,Take-Two Interactive,0.08,12-Sep-06,78.0,51.0,7.9,165.0,Kush Games
Samurai Warriors 2,X360,Action,Tecmo Koei,0.07,19-Sep-06,52.0,30.0,8.4,14.0,Omega Force
Dave Mirra BMX Challenge,PSP,Sports,Oxygen Interactive,0.07,2-Nov-06,32.0,11.0,6,6.0,Left Field Productions
Cabela's African Safari,PSP,Sports,Activision Value,0.05,17-Oct-06,,,tbd,,FUN Labs
World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision,0.05,,,,,,
MotoGP,PSP,Racing,Sony Computer Entertainment,0.03,26-Sep-06,69.0,18.0,8.2,5.0,Namco Bandai Games
Assassin's Creed,X360,Adventure,Ubisoft,5.39,13-Nov-07,81.0,77.0,7.8,844.0,Ubisoft Montreal
LEGO Star Wars: The Complete Saga,Wii,Action,LucasArts,5.26,6-Nov-07,80.0,17.0,8.8,46.0,Traveller's Tales
Assassin's Creed,PS3,Adventure,Ubisoft,4.66,13-Nov-07,81.0,40.0,7.4,552.0,Ubisoft Montreal
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Ubisoft,2.91,20-Mar-07,93.0,45.0,7.9,474.0,4J Studios
Madden NFL 08,X360,Sports,Electronic Arts,2.35,14-Aug-07,85.0,46.0,6.4,105.0,EA Tiburon
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,2.12,6-Nov-07,80.0,24.0,6.8,71.0,Traveller's Tales
Need for Speed: ProStreet,X360,Racing,Electronic Arts,2.02,15-Nov-07,72.0,42.0,7.4,66.0,EA Black Box
Need for Speed: ProStreet,PS3,Racing,Electronic Arts,1.98,13-Nov-07,73.0,26.0,5.5,34.0,EA Black Box
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,1.95,6-Nov-07,80.0,18.0,5.8,58.0,Traveller's Tales
FIFA Soccer 08,PS3,Sports,Electronic Arts,1.73,9-Oct-07,81.0,28.0,7.1,40.0,EA Canada
Pro Evolution Soccer 2008,PS3,Sports,Konami Digital Entertainment,1.58,11-Mar-08,74.0,19.0,6.3,43.0,Konami
WWE SmackDown vs Raw 2008,X360,Fighting,THQ,1.41,13-Nov-07,71.0,41.0,6.9,40.0,Yuke's
FIFA Soccer 08,PSP,Sports,Electronic Arts,1.34,8-Oct-07,79.0,7.0,8,13.0,EA Canada
FIFA Soccer 08,X360,Sports,Electronic Arts,1.34,9-Oct-07,82.0,43.0,7.9,46.0,EA Canada
WWE SmackDown vs Raw 2008,PS3,Fighting,THQ,1.29,13-Nov-07,74.0,27.0,7,30.0,Yuke's
Rockstar Games presents Table Tennis,Wii,Sports,Take-Two Interactive,1.25,16-Oct-07,68.0,36.0,5.8,20.0,Rockstar San Diego
Tom Clancy's Rainbow Six: Vegas,PS3,Shooter,Ubisoft,1.22,26-Jun-07,86.0,32.0,7.3,61.0,Ubisoft Montreal
WWE SmackDown vs Raw 2008,PSP,Fighting,THQ,1.17,13-Nov-07,68.0,11.0,8.4,11.0,Yuke's
Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,1.12,13-Nov-07,69.0,20.0,7.5,23.0,EA LA
Need for Speed: ProStreet,Wii,Racing,Electronic Arts,1.07,13-Nov-07,61.0,16.0,6.9,14.0,EA Games
Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,1.07,11-Mar-08,76.0,29.0,7.8,33.0,Konami
The Simpsons Game,PSP,Action,Electronic Arts,1.03,5-Nov-07,59.0,7.0,6.5,13.0,Electronic Arts
Virtua Tennis 3,PS3,Sports,Sega,1.02,20-Mar-07,80.0,35.0,7.9,27.0,Sega AM3
FIFA Soccer 08,Wii,Sports,Electronic Arts,1.02,9-Oct-07,65.0,13.0,6.2,25.0,EA Canada
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,1.01,28-Aug-07,72.0,24.0,7,22.0,EA Salt Lake
The Simpsons Game,X360,Action,Electronic Arts,1.0,30-Oct-07,71.0,52.0,7.4,52.0,Electronic Arts
The Simpsons Game,Wii,Action,Electronic Arts,0.99,30-Oct-07,64.0,19.0,5.7,31.0,Electronic Arts
WWE SmackDown vs Raw 2008,Wii,Fighting,THQ,0.97,13-Nov-07,59.0,13.0,5.9,18.0,Yuke's
Madden NFL 08,PS3,Sports,Electronic Arts,0.95,14-Aug-07,81.0,31.0,5.3,29.0,EA Tiburon
Madden NFL 08,Wii,Sports,Electronic Arts,0.87,14-Aug-07,76.0,29.0,6.8,27.0,EA Tiburon
Tomb Raider: Anniversary,Wii,Action,Eidos Interactive,0.83,13-Nov-07,73.0,22.0,6.9,20.0,Crystal Dynamics
The Simpsons Game,PS3,Action,Electronic Arts,0.83,30-Oct-07,71.0,30.0,7.3,32.0,EA Redwood Shores
Blazing Angels: Squadrons of WWII,Wii,Simulation,Ubisoft,0.81,20-Mar-07,57.0,11.0,6.8,27.0,Ubisoft
Stranglehold,X360,Shooter,Midway Games,0.78,5-Sep-07,77.0,59.0,7.7,81.0,Midway
Tom Clancy's Rainbow Six: Vegas,PSP,Shooter,Ubisoft,0.72,12-Jun-07,60.0,20.0,7,28.0,Ubisoft Montreal
Tiger Woods PGA Tour 08,PS3,Sports,Electronic Arts,0.71,28-Aug-07,79.0,30.0,6.6,7.0,EA Salt Lake
Madden NFL 08,PSP,Sports,Electronic Arts,0.71,14-Aug-07,75.0,10.0,8.3,6.0,EA Tiburon
Major League Baseball 2K7,X360,Sports,Spike,0.7,26-Feb-07,79.0,31.0,7.1,34.0,Kush Games
Pirates of the Caribbean: At World's End,PS3,Action,Disney Interactive Studios,0.7,22-May-07,55.0,24.0,6.9,15.0,Eurocom Entertainment Software
Skate,X360,Sports,Electronic Arts,0.69,14-Sep-07,86.0,59.0,8.4,124.0,EA Black Box
Spider-Man 3,PS3,Platform,Activision,0.66,4-May-07,60.0,33.0,7.2,31.0,Treyarch
Ratatouille,PSP,Platform,THQ,0.64,26-Jun-07,64.0,7.0,8.5,4.0,Locomotive Games
Shrek the Third,X360,Action,Activision,0.64,15-May-07,56.0,37.0,6.5,4.0,7 Studios
MX vs. ATV Untamed,PSP,Racing,THQ,0.63,17-Dec-07,59.0,12.0,tbd,,Rainbow Studios
Transformers: The Game,PSP,Action,Activision,0.63,19-Jun-07,47.0,18.0,6.5,18.0,Savage Entertainment
NBA Live 08,PS3,Sports,Electronic Arts,0.62,1-Oct-07,73.0,28.0,6.8,10.0,EA Canada
Cabela's Big Game Hunter (2008),Wii,Sports,Activision,0.62,13-Nov-07,,,tbd,,MagicWand
Sega Rally Revo,PS3,Racing,Sega,0.61,9-Oct-07,75.0,40.0,6.3,15.0,SEGA Racing Studio
MX vs. ATV Untamed,X360,Racing,THQ,0.6,17-Dec-07,70.0,43.0,6.9,16.0,Rainbow Studios
Crash of the Titans,PSP,Action,Vivendi Games,0.59,16-Oct-07,,,8.2,13.0,SuperVillain Studios
Transformers: The Game,X360,Action,Activision,0.57,26-Jun-07,52.0,50.0,5.4,30.0,Traveller's Tales
Blacksite: Area 51,X360,Shooter,Midway Games,0.55,12-Nov-07,62.0,48.0,6,58.0,Midway Studios - Austin
Spider-Man 3,X360,Platform,Activision,0.55,4-May-07,63.0,61.0,7.1,47.0,Treyarch
Tomb Raider: Anniversary,PSP,Action,Eidos Interactive,0.54,9-Aug-07,78.0,32.0,8.2,16.0,Crystal Dynamics
Tony Hawk's Proving Ground,X360,Sports,Activision,0.54,15-Oct-07,72.0,59.0,5.4,41.0,Neversoft Entertainment
Tiger Woods PGA Tour 08,X360,Sports,Electronic Arts,0.54,28-Aug-07,80.0,45.0,7.7,25.0,EA Salt Lake
Manhunt 2,Wii,Action,Take-Two Interactive,0.52,29-Oct-07,62.0,38.0,7,39.0,Rockstar Toronto
Transformers: The Game,Wii,Action,Activision,0.5,26-Jun-07,53.0,28.0,5.5,22.0,Traveller's Tales
NBA Live 08,X360,Sports,Electronic Arts,0.5,1-Oct-07,73.0,38.0,5.4,18.0,EA Canada
Ratatouille,PS3,Platform,THQ,0.49,23-Oct-07,55.0,8.0,tbd,,Heavy Iron Studios
Test Drive Unlimited,PSP,Racing,Atari,0.48,21-Mar-07,80.0,18.0,7.3,27.0,Melbourne House
Ratatouille,Wii,Platform,THQ,0.48,26-Jun-07,62.0,16.0,6.5,11.0,Asobo Studio
NBA Street Homecourt,X360,Sports,Electronic Arts,0.48,20-Feb-07,80.0,42.0,8.3,26.0,EA Canada
Spider-Man 3,Wii,Platform,Activision,0.47,4-May-07,53.0,39.0,5.5,26.0,Vicarious Visions
Dynasty Warriors Gundam,PS3,Action,Tecmo Koei,0.46,28-Aug-07,60.0,29.0,6.9,16.0,"Koei, Omega Force"
The Golden Compass,X360,Action,Sega,0.44,4-Dec-07,41.0,25.0,3,12.0,Shiny Entertainment
Pirates of the Caribbean: At World's End,Wii,Action,Disney Interactive Studios,0.44,22-May-07,53.0,17.0,7.2,17.0,Eurocom Entertainment Software
Harry Potter and the Order of the Phoenix,Wii,Adventure,Electronic Arts,0.44,25-Jun-07,69.0,34.0,7.3,27.0,EA Games
Crash of the Titans,Wii,Action,Vivendi Games,0.44,4-Oct-07,69.0,16.0,7,11.0,Radical Entertainment
Sega Rally Revo,X360,Racing,Sega,0.43,9-Oct-07,77.0,42.0,7.2,26.0,SEGA Racing Studio
Thrillville: Off the Rails,Wii,Strategy,LucasArts,0.42,9-Oct-07,70.0,14.0,7,12.0,Frontier Developments
Tony Hawk's Proving Ground,PS3,Sports,Activision,0.41,15-Oct-07,73.0,36.0,6.4,15.0,Neversoft Entertainment
Pirates of the Caribbean: At World's End,PSP,Action,Disney Interactive Studios,0.4,22-May-07,61.0,5.0,7.2,9.0,Eurocom Entertainment Software
MX vs. ATV Untamed,PS3,Racing,THQ,0.4,17-Dec-07,67.0,33.0,6.1,8.0,Rainbow Studios
Def Jam Icon,PS3,Action,Electronic Arts,0.4,6-Mar-07,68.0,38.0,4.7,31.0,EA Chicago
Medal of Honor Heroes 2,Wii,Shooter,Electronic Arts,0.4,13-Nov-07,73.0,37.0,7.6,81.0,EA Canada
Beowulf: The Game,X360,Action,Ubisoft,0.4,13-Nov-07,51.0,23.0,4.5,22.0,Ubisoft Shanghai
TMNT,X360,Action,Ubisoft,0.39,20-Mar-07,58.0,31.0,6.4,25.0,Ubisoft Montreal
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,0.38,23-Oct-07,77.0,33.0,7.9,15.0,Crystal Dynamics
Brunswick Pro Bowling,Wii,Sports,505 Games,0.37,28-Aug-07,52.0,11.0,5.4,23.0,Point of View
Tiger Woods PGA Tour 08,PSP,Sports,Electronic Arts,0.37,28-Aug-07,72.0,8.0,tbd,,EA Salt Lake
Harry Potter and the Order of the Phoenix,PSP,Adventure,Electronic Arts,0.36,25-Jun-07,52.0,11.0,8.1,18.0,EA Games
Transformers: The Game,PS3,Action,Activision,0.36,26-Jun-07,54.0,30.0,5.9,12.0,Traveller's Tales
Skate,PS3,Sports,Electronic Arts,0.34,24-Sep-07,85.0,31.0,8.3,47.0,EA Black Box
Def Jam Icon,X360,Action,Electronic Arts,0.33,6-Mar-07,69.0,48.0,6.3,105.0,EA Chicago
Pirates of the Caribbean: At World's End,X360,Action,Disney Interactive Studios,0.32,22-May-07,58.0,42.0,5.3,21.0,Eurocom Entertainment Software
Shrek the Third,PSP,Action,Activision,0.31,5-Jun-07,57.0,8.0,tbd,,Amaze Entertainment
MLB 07: The Show,PS3,Sports,Sony Computer Entertainment,0.31,15-May-07,77.0,30.0,7.8,15.0,SCEA San Diego Studios
NBA Live 08,PSP,Sports,Electronic Arts,0.3,1-Oct-07,73.0,11.0,6,4.0,EA Canada
Manhunt 2,PSP,Action,Take-Two Interactive,0.3,29-Oct-07,69.0,15.0,8.1,28.0,Rockstar London
Clive Barker's Jericho,X360,Shooter,Codemasters,0.3,23-Oct-07,63.0,46.0,7.6,58.0,"Mercury Steam, Alchemic Productions"
Crash of the Titans,X360,Action,Vivendi Games,0.3,4-Oct-07,65.0,25.0,7.1,24.0,Radical Entertainment
Eternal Sonata,X360,Role-Playing,Atari,0.29,17-Sep-07,79.0,56.0,7.8,72.0,Tri-Crescendo
MLB 07: The Show,PSP,Sports,Sony Computer Entertainment,0.28,27-Feb-07,82.0,12.0,8.5,8.0,SCEA San Diego Studios
Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.28,3-Apr-07,70.0,30.0,7.8,19.0,Ubisoft Montreal
Stranglehold,PS3,Shooter,Midway Games,0.28,29-Oct-07,77.0,22.0,8,36.0,Midway
Shrek the Third,Wii,Action,Activision,0.27,15-May-07,57.0,28.0,6.4,5.0,Amaze Entertainment
The Golden Compass,PS3,Action,Sega,0.27,4-Dec-07,40.0,17.0,3.8,12.0,Shiny Entertainment
Spider-Man 3,PSP,Platform,Activision,0.27,16-Oct-07,52.0,7.0,7.9,7.0,Treyarch
Harry Potter and the Order of the Phoenix,X360,Adventure,Electronic Arts,0.26,25-Jun-07,68.0,38.0,6.5,16.0,EA Games
TMNT,Wii,Action,Ubisoft,0.25,20-Mar-07,60.0,17.0,6.2,9.0,Ubisoft Montreal
Sega Rally Revo,PSP,Racing,Sega,0.25,9-Oct-07,74.0,14.0,7.7,6.0,Bugbear
NHL 08,PS3,Action,Electronic Arts,0.25,11-Sep-07,86.0,23.0,7.2,22.0,EA Canada
Major League Baseball 2K7,PS3,Sports,Spike,0.25,26-Feb-07,74.0,19.0,4.7,7.0,Kush Games
Avatar: The Last Airbender - The Burning Earth,Wii,Action,THQ,0.24,,,,,,
Ratatouille,X360,Platform,THQ,0.24,26-Jun-07,56.0,14.0,tbd,,Heavy Iron Studios
Tony Hawk's Proving Ground,Wii,Sports,Activision,0.24,15-Oct-07,57.0,8.0,6.2,18.0,Page 44 Studios
Armored Core 4,X360,Simulation,505 Games,0.24,20-Mar-07,65.0,31.0,7.1,27.0,From Software
NHL 08,X360,Action,Electronic Arts,0.23,12-Sep-07,85.0,44.0,8.4,41.0,EA Canada
Looney Tunes: Acme Arsenal,Wii,Action,Warner Bros. Interactive Entertainment,0.22,9-Oct-07,27.0,7.0,5.6,11.0,Red Tribe
Brunswick Pro Bowling,PSP,Sports,505 Games,0.21,28-Aug-07,,,7.3,4.0,Point of View
Harry Potter and the Order of the Phoenix,PS3,Adventure,Electronic Arts,0.2,25-Jun-07,67.0,35.0,6.4,22.0,EA Games
Monster Jam,X360,Racing,Activision,0.19,13-Nov-07,43.0,9.0,5.5,4.0,Torus Games
Clive Barker's Jericho,PS3,Shooter,Codemasters,0.19,23-Oct-07,60.0,34.0,7.2,43.0,"Mercury Steam, Alchemic Productions"
Dynasty Warriors Gundam,X360,Action,Namco Bandai Games,0.18,28-Aug-07,55.0,34.0,6.8,20.0,"Omega Force, Koei"
Sid Meier's Pirates!,PSP,Strategy,Take-Two Interactive,0.17,,,,,,
Monster Jam,Wii,Racing,Activision,0.16,19-Nov-07,,,7.8,8.0,Activision
Beowulf: The Game,PS3,Action,Ubisoft,0.15,13-Nov-07,51.0,18.0,4.9,12.0,Ubisoft
NBA Live 08,Wii,Sports,Electronic Arts,0.15,1-Oct-07,52.0,11.0,7.1,21.0,EA Canada
Hot Wheels: Beat That!,X360,Racing,Activision,0.14,,,,,,
Thrillville: Off the Rails,X360,Strategy,LucasArts,0.14,9-Oct-07,73.0,24.0,7.4,10.0,Frontier Developments
Ultimate Board Game Collection,Wii,Misc,Xplosiv,0.14,14-Aug-07,,,tbd,,Jack of All Games
Hot Wheels: Beat That!,Wii,Racing,Activision,0.13,30-Sep-07,,,5.3,9.0,Eutechnyx
NBA Street Homecourt,PS3,Sports,Electronic Arts,0.13,6-Mar-07,81.0,31.0,6.7,14.0,EA Canada
NBA 08,PS3,Sports,Sony Computer Entertainment,0.13,12-Oct-07,63.0,37.0,6,4.0,SCEA San Diego Studios
Blazing Angels 2: Secret Missions of WWII,PS3,Simulation,Ubisoft,0.12,6-Nov-07,70.0,10.0,7.2,12.0,Ubisoft Romania
Blazing Angels 2: Secret Missions of WWII,X360,Simulation,Ubisoft,0.12,18-Sep-07,72.0,24.0,8.3,9.0,Ubisoft Romania
Avatar: The Last Airbender - The Burning Earth,X360,Action,THQ,0.12,,,,,,
TMNT,PSP,Action,Ubisoft,0.1,20-Mar-07,37.0,7.0,3.1,7.0,Ubisoft Montreal
Prince of Persia: Rival Swords,PSP,Action,Ubisoft,0.1,3-Apr-07,74.0,16.0,8.7,12.0,"Pipeworks Software, Inc."
World Snooker Championship 2007,PS3,Sports,Sega,0.1,,,,,,
World Series of Poker 2008: Battle for the Bracelets,PS3,Misc,Activision,0.1,25-Sep-07,75.0,6.0,tbd,,Left Field Productions
Heatseeker,Wii,Action,Codemasters,0.09,1-May-07,62.0,25.0,6.2,31.0,IR Gurus
Smash Court Tennis 3,X360,Sports,Atari,0.09,19-Aug-08,55.0,32.0,tbd,,Bandai Namco Games
Thrillville: Off the Rails,PSP,Strategy,LucasArts,0.09,9-Oct-07,72.0,7.0,tbd,,Frontier Developments
Code Lyoko: Quest for Infinity,Wii,Action,Game Factory,0.09,16-Nov-07,58.0,15.0,8.2,6.0,Game Factory
Major League Baseball 2K7,PSP,Sports,Take-Two Interactive,0.09,26-Feb-07,61.0,5.0,tbd,,Visual Concepts
Beowulf: The Game,PSP,Action,Ubisoft,0.08,4-Dec-07,44.0,4.0,tbd,,Virtuos
Looney Tunes: Acme Arsenal,X360,Action,Warner Bros. Interactive Entertainment,0.08,9-Oct-07,40.0,15.0,6.6,12.0,Red Tribe
Blacksite: Area 51,PS3,Shooter,Midway Games,0.08,10-Dec-07,56.0,23.0,6.1,14.0,Midway Studios - Austin
World Series of Poker 2008: Battle for the Bracelets,X360,Misc,Activision,0.07,26-Sep-07,74.0,10.0,6.7,6.0,Left Field Productions
Dave Mirra BMX Challenge,Wii,Sports,505 Games,0.07,2-Oct-07,36.0,5.0,tbd,,Left Field Productions
Ultimate Board Game Collection,PSP,Misc,Xplosiv,0.07,1-May-07,57.0,6.0,tbd,,Jack of All Games
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PSP,Role-Playing,Falcom Corporation,0.06,,,,,,
Legend of the Dragon,Wii,Fighting,Game Factory,0.06,1-May-07,37.0,14.0,4.8,5.0,Neko Entertainment
Record of Agarest War,PS3,Role-Playing,Ghostlight,0.06,27-Apr-10,67.0,7.0,7.3,26.0,Compile Heart
Cabela's Big Game Hunter (2008),X360,Sports,Activision Value,0.05,7-Nov-07,51.0,5.0,tbd,,FUN Labs
UEFA Champions League 2006-2007,X360,Sports,Electronic Arts,0.05,20-Mar-07,72.0,27.0,7.9,8.0,EA Canada
Heatseeker,PSP,Action,Codemasters,0.04,8-May-07,49.0,7.0,tbd,,IR Gurus
Cabela's Trophy Bucks,X360,Sports,Activision Value,0.04,19-Sep-07,39.0,4.0,tbd,,FUN Labs
Smash Court Tennis 3,PSP,Sports,Namco Bandai Games,0.04,16-Jul-07,68.0,30.0,tbd,,Namco Bandai Games America
Metal Slug Anthology,PSP,Shooter,Ignition Entertainment,0.04,20-Feb-07,78.0,26.0,7.4,18.0,Terminal Reality
Virtua Tennis 3,PSP,Sports,Sega,0.03,26-Mar-07,79.0,17.0,8.4,9.0,Sumo Digital
Legend of the Dragon,PSP,Fighting,Game Factory,0.03,29-May-07,38.0,12.0,tbd,,Neko Entertainment
NBA 08,PSP,Sports,Sony Computer Entertainment,0.03,12-Oct-07,75.0,18.0,7.4,7.0,SCEA
Virtua Tennis 3,X360,Sports,Sega,0.03,20-Mar-07,80.0,34.0,7,22.0,Sumo Digital
World Series of Poker 2008: Battle for the Bracelets,PSP,Misc,Activision,0.02,6-Nov-07,,,6.5,4.0,Left Field Productions
Worms,X360,Strategy,Microsoft Game Studios,0.01,7-Mar-07,75.0,25.0,7,24.0,Team 17
UEFA Champions League 2006-2007,PSP,Sports,Electronic Arts,0.01,20-Mar-07,71.0,14.0,tbd,,EA Canada
World Snooker Championship 2007,X360,Sports,Sega,0.01,,,,,,
Call of Duty: World at War,X360,Shooter,Activision,7.05,10-Nov-08,84.0,84.0,7.4,470.0,Treyarch
Call of Duty: World at War,PS3,Shooter,Activision,5.11,10-Nov-08,85.0,45.0,7.3,289.0,Treyarch
Fallout 3,X360,Role-Playing,Bethesda Softworks,4.27,28-Oct-08,93.0,84.0,8.6,1305.0,Bethesda Game Studios
LEGO Indiana Jones: The Original Adventures,X360,Adventure,Activision,3.66,3-Jun-08,77.0,60.0,7.4,42.0,Traveller's Tales
Fallout 3,PS3,Role-Playing,Bethesda Softworks,3.34,28-Oct-08,90.0,57.0,8,652.0,Bethesda Game Studios
Sega Superstars Tennis,X360,Sports,Sega,2.87,18-Mar-08,67.0,45.0,6.4,13.0,Sumo Digital
Star Wars: The Force Unleashed,X360,Action,LucasArts,2.61,16-Sep-08,73.0,74.0,6.6,313.0,LucasArts
Madden NFL 09,X360,Sports,Electronic Arts,2.5,12-Aug-08,83.0,50.0,7,120.0,EA Tiburon
